Protocol,Algorithm,Length,Comparisons,Time_ns
Reverse,QuickSort,3000,55633,3594500
Reverse,StringQuickSort,100,558,89400
Reverse,StringQuickSort,200,1488,160300
Reverse,StringQuickSort,300,2282,205200
Reverse,StringQuickSort,400,3187,288100
Reverse,StringQuickSort,500,4220,535900
Reverse,StringQuickSort,600,5468,517500
Reverse,StringQuickSort,700,6039,788900
Reverse,StringQuickSort,800,7383,757700
Reverse,StringQuickSort,900,8235,1031900
Reverse,StringQuickSort,1000,9732,1138000
Reverse,StringQuickSort,1100,9922,851000
Reverse,StringQuickSort,1200,12302,1030200
Reverse,StringQuickSort,1300,13027,1091700
Reverse,StringQuickSort,1400,14224,1258100
Reverse,StringQuickSort,1500,15085,1207600
Reverse,StringQuickSort,1600,16088,2286000
Reverse,StringQuickSort,1700,17817,1503500
Reverse,StringQuickSort,1800,18747,3753800
Reverse,StringQuickSort,1900,19889,1565000
Reverse,StringQuickSort,2000,21213,1678600
Reverse,StringQuickSort,2100,22698,1834200
Reverse,StringQuickSort,2200,22529,1824000
Reverse,StringQuickSort,2300,25687,1985700
Reverse,StringQuickSort,2400,25572,2051700
Reverse,StringQuickSort,2500,27332,2080000
Reverse,StringQuickSort,2600,27049,2147700
Reverse,StringQuickSort,2700,30188,2299300
Reverse,StringQuickSort,2800,31465,2469000
Reverse,StringQuickSort,2900,32184,2517600
Reverse,StringQuickSort,3000,32913,2647100
Reverse,StringQuickSort,100,570,64300
Reverse,StringQuickSort,200,1337,135800
Reverse,StringQuickSort,300,2064,197000
Reverse,StringQuickSort,400,3253,283200
Reverse,StringQuickSort,500,4247,488600
Reverse,StringQuickSort,600,5240,455200
Reverse,StringQuickSort,700,6188,554000
Reverse,StringQuickSort,800,7298,607700
Reverse,StringQuickSort,900,8923,720000
Reverse,StringQuickSort,1000,9119,762800
Reverse,StringQuickSort,1100,10689,898500
Reverse,StringQuickSort,1200,11319,941600
Reverse,StringQuickSort,1300,12398,1049900
Reverse,StringQuickSort,1400,13798,1142600
Reverse,StringQuickSort,1500,14190,1182400
Reverse,StringQuickSort,1600,16446,1308000
Reverse,StringQuickSort,1700,18299,1493500
Reverse,StringQuickSort,1800,18965,1653700
Reverse,StringQuickSort,1900,19914,1655300
Reverse,StringQuickSort,2000,20490,1687500
Reverse,StringQuickSort,2100,21896,1769000
Reverse,StringQuickSort,2200,23069,1855200
Reverse,StringQuickSort,2300,24286,2004500
Reverse,StringQuickSort,2400,25890,2210800
Reverse,StringQuickSort,2500,27850,2218700
Reverse,StringQuickSort,2600,29437,2219000
Reverse,StringQuickSort,2700,29337,2979600
Reverse,StringQuickSort,2800,31641,2438000
Reverse,StringQuickSort,2900,32717,2564700
Reverse,StringQuickSort,3000,34072,2608700
Reverse,StringQuickSort,100,549,63200
Reverse,StringQuickSort,200,1378,189300
Reverse,StringQuickSort,300,2169,206200
Reverse,StringQuickSort,400,3411,294300
Reverse,StringQuickSort,500,4167,371400
Reverse,StringQuickSort,600,5002,431800
Reverse,StringQuickSort,700,6087,534700
Reverse,StringQuickSort,800,7528,583100
Reverse,StringQuickSort,900,7720,672400
Reverse,StringQuickSort,1000,9664,838800
Reverse,StringQuickSort,1100,9962,823500
Reverse,StringQuickSort,1200,11794,985200
Reverse,StringQuickSort,1300,13090,1047600
Reverse,StringQuickSort,1400,14961,1117500
Reverse,StringQuickSort,1500,14916,1525400
Reverse,StringQuickSort,1600,16524,1694400
Reverse,StringQuickSort,1700,17651,1395200
Reverse,StringQuickSort,1800,19197,1486200
Reverse,StringQuickSort,1900,19561,1523200
Reverse,StringQuickSort,2000,20632,1622100
Reverse,StringQuickSort,2100,22741,1783300
Reverse,StringQuickSort,2200,23384,2068000
Reverse,StringQuickSort,2300,24048,1920200
Reverse,StringQuickSort,2400,25444,2054700
Reverse,StringQuickSort,2500,27123,2147300
Reverse,StringQuickSort,2600,29333,2345300
Reverse,StringQuickSort,2700,28809,2375500
Reverse,StringQuickSort,2800,32742,2607700
Reverse,StringQuickSort,2900,34102,2599100
Reverse,StringQuickSort,3000,33717,2546400
Reverse,StringQuickSort,100,633,86600
Reverse,StringQuickSort,200,1369,133700
Reverse,StringQuickSort,300,2224,211600
Reverse,StringQuickSort,400,2993,280900
Reverse,StringQuickSort,500,4379,380300
Reverse,StringQuickSort,600,5268,451100
Reverse,StringQuickSort,700,5821,504400
Reverse,StringQuickSort,800,7035,594400
Reverse,StringQuickSort,900,8571,682700
Reverse,StringQuickSort,1000,9479,836900
Reverse,StringQuickSort,1100,10268,853400
Reverse,StringQuickSort,1200,11265,908300
Reverse,StringQuickSort,1300,12168,1725700
Reverse,StringQuickSort,1400,14703,1161500
Reverse,StringQuickSort,1500,15512,3021700
Reverse,StringQuickSort,1600,15397,1302800
Reverse,StringQuickSort,1700,17214,1460400
Reverse,StringQuickSort,1800,18829,1464100
Reverse,StringQuickSort,1900,20091,1563400
Reverse,StringQuickSort,2000,20761,2650800
Reverse,StringQuickSort,2100,22169,1727700
Reverse,StringQuickSort,2200,23353,1880500
Reverse,StringQuickSort,2300,24813,1994300
Reverse,StringQuickSort,2400,27004,2066200
Reverse,StringQuickSort,2500,28435,3171600
Reverse,StringQuickSort,2600,27874,2195200
Reverse,StringQuickSort,2700,28626,2243700
Reverse,StringQuickSort,2800,31524,4233900
Reverse,StringQuickSort,2900,33261,2609400
Reverse,StringQuickSort,3000,32565,2658300
Reverse,StringQuickSort,100,578,63800
Reverse,StringQuickSort,200,1492,148000
Reverse,StringQuickSort,300,2202,210900
Reverse,StringQuickSort,400,3093,300200
Reverse,StringQuickSort,500,4193,370100
Reverse,StringQuickSort,600,5350,448000
Reverse,StringQuickSort,700,5787,504000
Reverse,StringQuickSort,800,7453,603000
Reverse,StringQuickSort,900,8849,718500
Reverse,StringQuickSort,1000,9251,769000
Reverse,StringQuickSort,1100,9910,1464600
Reverse,StringQuickSort,1200,11819,1058500
Reverse,StringQuickSort,1300,12744,1046100
Reverse,StringQuickSort,1400,13724,1103100
Reverse,StringQuickSort,1500,15988,1315100
Reverse,StringQuickSort,1600,17165,1403800
Reverse,StringQuickSort,1700,17502,1446900
Reverse,StringQuickSort,1800,18884,1472200
Reverse,StringQuickSort,1900,19826,1560100
Reverse,StringQuickSort,2000,21362,1883300
Reverse,StringQuickSort,2100,22532,1786100
Reverse,StringQuickSort,2200,23478,1890100
Reverse,StringQuickSort,2300,24722,3494500
Reverse,StringQuickSort,2400,25854,2043700
Reverse,StringQuickSort,2500,27659,2146900
Reverse,StringQuickSort,2600,29146,2268000
Reverse,StringQuickSort,2700,31398,3995800
Reverse,StringQuickSort,2800,31557,5065300
Reverse,StringQuickSort,2900,32808,2650400
Reverse,StringQuickSort,3000,33164,2725100
Reverse,MSBRadixQuickSort,100,65,355100
Reverse,MSBRadixQuickSort,200,223,639000
Reverse,MSBRadixQuickSort,300,443,891500
Reverse,MSBRadixQuickSort,400,740,1084600
Reverse,MSBRadixQuickSort,500,1036,1184100
Reverse,MSBRadixQuickSort,600,1381,1463700
Reverse,MSBRadixQuickSort,700,1785,1571300
Reverse,MSBRadixQuickSort,800,2179,1869600
Reverse,MSBRadixQuickSort,900,2600,1984600
Reverse,MSBRadixQuickSort,1000,3173,2320800
Reverse,MSBRadixQuickSort,1100,3484,2549900
Reverse,MSBRadixQuickSort,1200,4056,2677100
Reverse,MSBRadixQuickSort,1300,4448,3048100
Reverse,MSBRadixQuickSort,1400,5144,3678600
Reverse,MSBRadixQuickSort,1500,5472,3618400
Reverse,MSBRadixQuickSort,1600,6352,9561400
Reverse,MSBRadixQuickSort,1700,6739,4217800
Reverse,MSBRadixQuickSort,1800,7070,4522100
Reverse,MSBRadixQuickSort,1900,7958,4935300
Reverse,MSBRadixQuickSort,2000,8255,9996600
Reverse,MSBRadixQuickSort,2100,9008,5688100
Reverse,MSBRadixQuickSort,2200,9500,5846600
Reverse,MSBRadixQuickSort,2300,10266,6152000
Reverse,MSBRadixQuickSort,2400,10699,6461900
Reverse,MSBRadixQuickSort,2500,11474,7019600
Reverse,MSBRadixQuickSort,2600,12268,7029000
Reverse,MSBRadixQuickSort,2700,12741,7456700
Reverse,MSBRadixQuickSort,2800,13528,7883200
Reverse,MSBRadixQuickSort,2900,14540,13215500
Reverse,MSBRadixQuickSort,3000,14810,9097100
Reverse,MSBRadixQuickSort,100,56,293300
Reverse,MSBRadixQuickSort,200,214,725900
Reverse,MSBRadixQuickSort,300,480,802300
Reverse,MSBRadixQuickSort,400,709,1939800
Reverse,MSBRadixQuickSort,500,958,1159800
Reverse,MSBRadixQuickSort,600,1432,1424200
Reverse,MSBRadixQuickSort,700,1703,1496700
Reverse,MSBRadixQuickSort,800,2173,1726700
Reverse,MSBRadixQuickSort,900,2631,2186800
Reverse,MSBRadixQuickSort,1000,2979,2146500
Reverse,MSBRadixQuickSort,1100,3585,5407300
Reverse,MSBRadixQuickSort,1200,4051,2554400
Reverse,MSBRadixQuickSort,1300,4600,2975700
Reverse,MSBRadixQuickSort,1400,5129,3076300
Reverse,MSBRadixQuickSort,1500,5525,3558900
Reverse,MSBRadixQuickSort,1600,6239,5626300
Reverse,MSBRadixQuickSort,1700,6808,4040200
Reverse,MSBRadixQuickSort,1800,7250,4388100
Reverse,MSBRadixQuickSort,1900,7861,4738600
Reverse,MSBRadixQuickSort,2000,8324,4897800
Reverse,MSBRadixQuickSort,2100,8927,5727500
Reverse,MSBRadixQuickSort,2200,9825,5892700
Reverse,MSBRadixQuickSort,2300,9913,5869500
Reverse,MSBRadixQuickSort,2400,11056,6342200
Reverse,MSBRadixQuickSort,2500,11416,7035600
Reverse,MSBRadixQuickSort,2600,12230,7423000
Reverse,MSBRadixQuickSort,2700,13117,8211600
Reverse,MSBRadixQuickSort,2800,13582,8099200
Reverse,MSBRadixQuickSort,2900,14210,8561100
Reverse,MSBRadixQuickSort,3000,15161,12757300
Reverse,MSBRadixQuickSort,100,65,320800
Reverse,MSBRadixQuickSort,200,219,598400
Reverse,MSBRadixQuickSort,300,424,856900
Reverse,MSBRadixQuickSort,400,701,985900
Reverse,MSBRadixQuickSort,500,1077,1186500
Reverse,MSBRadixQuickSort,600,1385,1256200
Reverse,MSBRadixQuickSort,700,1757,1458300
Reverse,MSBRadixQuickSort,800,2148,1693500
Reverse,MSBRadixQuickSort,900,2687,3800200
Reverse,MSBRadixQuickSort,1000,3053,2085000
Reverse,MSBRadixQuickSort,1100,3499,2460200
Reverse,MSBRadixQuickSort,1200,4056,2496600
Reverse,MSBRadixQuickSort,1300,4684,2780500
Reverse,MSBRadixQuickSort,1400,5083,3200400
Reverse,MSBRadixQuickSort,1500,5558,3516400
Reverse,MSBRadixQuickSort,1600,6127,3696000
Reverse,MSBRadixQuickSort,1700,6702,4202500
Reverse,MSBRadixQuickSort,1800,7390,4303000
Reverse,MSBRadixQuickSort,1900,8011,4672600
Reverse,MSBRadixQuickSort,2000,8341,4923200
Reverse,MSBRadixQuickSort,2100,9054,5429100
Reverse,MSBRadixQuickSort,2200,9722,5785700
Reverse,MSBRadixQuickSort,2300,10315,6342000
Reverse,MSBRadixQuickSort,2400,10612,6376900
Reverse,MSBRadixQuickSort,2500,11536,6957800
Reverse,MSBRadixQuickSort,2600,12192,7246900
Reverse,MSBRadixQuickSort,2700,12556,7514200
Reverse,MSBRadixQuickSort,2800,13579,13150900
Reverse,MSBRadixQuickSort,2900,14034,8451300
Reverse,MSBRadixQuickSort,3000,15140,9056500
Reverse,MSBRadixQuickSort,100,55,324700
Reverse,MSBRadixQuickSort,200,202,633300
Reverse,MSBRadixQuickSort,300,441,889900
Reverse,MSBRadixQuickSort,400,743,1018600
Reverse,MSBRadixQuickSort,500,1064,1172100
Reverse,MSBRadixQuickSort,600,1398,1345300
Reverse,MSBRadixQuickSort,700,1739,1537100
Reverse,MSBRadixQuickSort,800,2179,1732900
Reverse,MSBRadixQuickSort,900,2633,1911200
Reverse,MSBRadixQuickSort,1000,3079,2223900
Reverse,MSBRadixQuickSort,1100,3641,2494800
Reverse,MSBRadixQuickSort,1200,4074,2579200
Reverse,MSBRadixQuickSort,1300,4508,2873000
Reverse,MSBRadixQuickSort,1400,5177,3323800
Reverse,MSBRadixQuickSort,1500,5709,3602000
Reverse,MSBRadixQuickSort,1600,6292,3773500
Reverse,MSBRadixQuickSort,1700,6603,3919300
Reverse,MSBRadixQuickSort,1800,7172,4385600
Reverse,MSBRadixQuickSort,1900,7735,4949700
Reverse,MSBRadixQuickSort,2000,8542,5213900
Reverse,MSBRadixQuickSort,2100,9356,5287800
Reverse,MSBRadixQuickSort,2200,9552,5854100
Reverse,MSBRadixQuickSort,2300,10168,5952100
Reverse,MSBRadixQuickSort,2400,10930,6767600
Reverse,MSBRadixQuickSort,2500,11687,6909300
Reverse,MSBRadixQuickSort,2600,12415,11028400
Reverse,MSBRadixQuickSort,2700,12931,7664800
Reverse,MSBRadixQuickSort,2800,13551,8198100
Reverse,MSBRadixQuickSort,2900,14070,8867000
Reverse,MSBRadixQuickSort,3000,15046,8948600
Reverse,MSBRadixQuickSort,100,68,290500
Reverse,MSBRadixQuickSort,200,207,590900
Reverse,MSBRadixQuickSort,300,451,828800
Reverse,MSBRadixQuickSort,400,705,1015900
Reverse,MSBRadixQuickSort,500,1031,1157600
Reverse,MSBRadixQuickSort,600,1424,1395300
Reverse,MSBRadixQuickSort,700,1783,1600200
Reverse,MSBRadixQuickSort,800,2189,1939500
Reverse,MSBRadixQuickSort,900,2536,1909800
Reverse,MSBRadixQuickSort,1000,3019,2148600
Reverse,MSBRadixQuickSort,1100,3483,2468700
Reverse,MSBRadixQuickSort,1200,4061,2833500
Reverse,MSBRadixQuickSort,1300,4504,2899400
Reverse,MSBRadixQuickSort,1400,4985,3159900
Reverse,MSBRadixQuickSort,1500,5531,3413400
Reverse,MSBRadixQuickSort,1600,6045,3793400
Reverse,MSBRadixQuickSort,1700,6753,4107300
Reverse,MSBRadixQuickSort,1800,7195,4127600
Reverse,MSBRadixQuickSort,1900,7764,7071200
Reverse,MSBRadixQuickSort,2000,8376,4909500
Reverse,MSBRadixQuickSort,2100,8925,9524400
Reverse,MSBRadixQuickSort,2200,9868,5603300
Reverse,MSBRadixQuickSort,2300,10144,6315100
Reverse,MSBRadixQuickSort,2400,10988,6562400
Reverse,MSBRadixQuickSort,2500,11478,7330500
Reverse,MSBRadixQuickSort,2600,12114,7173100
Reverse,MSBRadixQuickSort,2700,13089,7495800
Reverse,MSBRadixQuickSort,2800,13595,17796200
Reverse,MSBRadixQuickSort,2900,14109,8415000
Reverse,MSBRadixQuickSort,3000,14874,9257900
Reverse,MSBRadixSort,100,0,320100
Reverse,MSBRadixSort,200,0,565700
Reverse,MSBRadixSort,300,0,771800
Reverse,MSBRadixSort,400,0,902100
Reverse,MSBRadixSort,500,0,1342900
Reverse,MSBRadixSort,600,0,1181400
Reverse,MSBRadixSort,700,0,2029900
Reverse,MSBRadixSort,800,0,2835800
Reverse,MSBRadixSort,900,0,1566900
Reverse,MSBRadixSort,1000,0,2108900
Reverse,MSBRadixSort,1100,0,2063900
Reverse,MSBRadixSort,1200,0,2054600
Reverse,MSBRadixSort,1300,0,2397100
Reverse,MSBRadixSort,1400,0,2738500
Reverse,MSBRadixSort,1500,0,3996700
Reverse,MSBRadixSort,1600,0,2886200
Reverse,MSBRadixSort,1700,0,3154900
Reverse,MSBRadixSort,1800,0,6526100
Reverse,MSBRadixSort,1900,0,3775700
Reverse,MSBRadixSort,2000,0,3564300
Reverse,MSBRadixSort,2100,0,4288500
Reverse,MSBRadixSort,2200,0,4358400
Reverse,MSBRadixSort,2300,0,4750300
Reverse,MSBRadixSort,2400,0,4849700
Reverse,MSBRadixSort,2500,0,5457800
Reverse,MSBRadixSort,2600,0,6497200
Reverse,MSBRadixSort,2700,0,5755800
Reverse,MSBRadixSort,2800,0,6039700
Reverse,MSBRadixSort,2900,0,6469300
Reverse,MSBRadixSort,3000,0,6909000
Reverse,MSBRadixSort,100,0,274700
Reverse,MSBRadixSort,200,0,551200
Reverse,MSBRadixSort,300,0,691900
Reverse,MSBRadixSort,400,0,1151500
Reverse,MSBRadixSort,500,0,967400
Reverse,MSBRadixSort,600,0,1163500
Reverse,MSBRadixSort,700,0,1213800
Reverse,MSBRadixSort,800,0,1385700
Reverse,MSBRadixSort,900,0,1514500
Reverse,MSBRadixSort,1000,0,1681400
Reverse,MSBRadixSort,1100,0,2117800
Reverse,MSBRadixSort,1200,0,1957900
Reverse,MSBRadixSort,1300,0,2259300
Reverse,MSBRadixSort,1400,0,2555300
Reverse,MSBRadixSort,1500,0,2751100
Reverse,MSBRadixSort,1600,0,2937000
Reverse,MSBRadixSort,1700,0,6608200
Reverse,MSBRadixSort,1800,0,3406400
Reverse,MSBRadixSort,1900,0,3653100
Reverse,MSBRadixSort,2000,0,7420800
Reverse,MSBRadixSort,2100,0,5060600
Reverse,MSBRadixSort,2200,0,4486700
Reverse,MSBRadixSort,2300,0,4697700
Reverse,MSBRadixSort,2400,0,4753700
Reverse,MSBRadixSort,2500,0,5369000
Reverse,MSBRadixSort,2600,0,5696100
Reverse,MSBRadixSort,2700,0,5995300
Reverse,MSBRadixSort,2800,0,6177900
Reverse,MSBRadixSort,2900,0,8386600
Reverse,MSBRadixSort,3000,0,6934900
Reverse,MSBRadixSort,100,0,301200
Reverse,MSBRadixSort,200,0,535400
Reverse,MSBRadixSort,300,0,745700
Reverse,MSBRadixSort,400,0,848000
Reverse,MSBRadixSort,500,0,988900
Reverse,MSBRadixSort,600,0,1087200
Reverse,MSBRadixSort,700,0,1156700
Reverse,MSBRadixSort,800,0,1322900
Reverse,MSBRadixSort,900,0,1583500
Reverse,MSBRadixSort,1000,0,1600000
Reverse,MSBRadixSort,1100,0,1889900
Reverse,MSBRadixSort,1200,0,1878100
Reverse,MSBRadixSort,1300,0,2112600
Reverse,MSBRadixSort,1400,0,2536900
Reverse,MSBRadixSort,1500,0,2759800
Reverse,MSBRadixSort,1600,0,4092600
Reverse,MSBRadixSort,1700,0,3413400
Reverse,MSBRadixSort,1800,0,3263600
Reverse,MSBRadixSort,1900,0,3548200
Reverse,MSBRadixSort,2000,0,5007300
Reverse,MSBRadixSort,2100,0,4229000
Reverse,MSBRadixSort,2200,0,4850500
Reverse,MSBRadixSort,2300,0,5013500
Reverse,MSBRadixSort,2400,0,9896300
Reverse,MSBRadixSort,2500,0,12158900
Reverse,MSBRadixSort,2600,0,5528500
Reverse,MSBRadixSort,2700,0,5989200
Reverse,MSBRadixSort,2800,0,6406200
Reverse,MSBRadixSort,2900,0,9721500
Reverse,MSBRadixSort,3000,0,18168700
Reverse,MSBRadixSort,100,0,305700
Reverse,MSBRadixSort,200,0,589700
Reverse,MSBRadixSort,300,0,784700
Reverse,MSBRadixSort,400,0,1242300
Reverse,MSBRadixSort,500,0,1016000
Reverse,MSBRadixSort,600,0,1108800
Reverse,MSBRadixSort,700,0,1259500
Reverse,MSBRadixSort,800,0,1364800
Reverse,MSBRadixSort,900,0,1477900
Reverse,MSBRadixSort,1000,0,1714800
Reverse,MSBRadixSort,1100,0,2022400
Reverse,MSBRadixSort,1200,0,1992600
Reverse,MSBRadixSort,1300,0,2564600
Reverse,MSBRadixSort,1400,0,2553100
Reverse,MSBRadixSort,1500,0,2775800
Reverse,MSBRadixSort,1600,0,2867200
Reverse,MSBRadixSort,1700,0,2936100
Reverse,MSBRadixSort,1800,0,6629200
Reverse,MSBRadixSort,1900,0,3621100
Reverse,MSBRadixSort,2000,0,3920200
Reverse,MSBRadixSort,2100,0,3970700
Reverse,MSBRadixSort,2200,0,4402400
Reverse,MSBRadixSort,2300,0,4600900
Reverse,MSBRadixSort,2400,0,5087700
Reverse,MSBRadixSort,2500,0,5147300
Reverse,MSBRadixSort,2600,0,5959500
Reverse,MSBRadixSort,2700,0,6425500
Reverse,MSBRadixSort,2800,0,6448000
Reverse,MSBRadixSort,2900,0,6615100
Reverse,MSBRadixSort,3000,0,6887000
Reverse,MSBRadixSort,100,0,1089400
Reverse,MSBRadixSort,200,0,514700
Reverse,MSBRadixSort,300,0,760800
Reverse,MSBRadixSort,400,0,1258000
Reverse,MSBRadixSort,500,0,979300
Reverse,MSBRadixSort,600,0,1082000
Reverse,MSBRadixSort,700,0,1258700
Reverse,MSBRadixSort,800,0,1227000
Reverse,MSBRadixSort,900,0,1591800
Reverse,MSBRadixSort,1000,0,1622700
Reverse,MSBRadixSort,1100,0,1941700
Reverse,MSBRadixSort,1200,0,2180700
Reverse,MSBRadixSort,1300,0,2216900
Reverse,MSBRadixSort,1400,0,2437100
Reverse,MSBRadixSort,1500,0,2569000
Reverse,MSBRadixSort,1600,0,15567500
Reverse,MSBRadixSort,1700,0,3145500
Reverse,MSBRadixSort,1800,0,3161700
Reverse,MSBRadixSort,1900,0,3603400
Reverse,MSBRadixSort,2000,0,3731200
Reverse,MSBRadixSort,2100,0,4059500
Reverse,MSBRadixSort,2200,0,4367600
Reverse,MSBRadixSort,2300,0,4671300
Reverse,MSBRadixSort,2400,0,5416900
Reverse,MSBRadixSort,2500,0,5609000
Reverse,MSBRadixSort,2600,0,5565400
Reverse,MSBRadixSort,2700,0,5764200
Reverse,MSBRadixSort,2800,0,6369000
Reverse,MSBRadixSort,2900,0,6543000
Reverse,MSBRadixSort,3000,0,6809200
AlmostSorted,MergeSort,100,508,229400
AlmostSorted,MergeSort,200,1298,253600
AlmostSorted,MergeSort,300,2248,438300
AlmostSorted,MergeSort,400,3247,565100
AlmostSorted,MergeSort,500,4470,1116100
AlmostSorted,MergeSort,600,5445,870100
AlmostSorted,MergeSort,700,6587,1012600
AlmostSorted,MergeSort,800,8035,1257200
AlmostSorted,MergeSort,900,9369,1352800
AlmostSorted,MergeSort,1000,10507,1529500
AlmostSorted,MergeSort,1100,11854,1710900
AlmostSorted,MergeSort,1200,13367,1971200
AlmostSorted,MergeSort,1300,14757,2139300
AlmostSorted,MergeSort,1400,16202,2514700
AlmostSorted,MergeSort,1500,17613,2520500
AlmostSorted,MergeSort,1600,19212,2972900
AlmostSorted,MergeSort,1700,20654,2895100
AlmostSorted,MergeSort,1800,22275,4348900
AlmostSorted,MergeSort,1900,23984,3317900
AlmostSorted,MergeSort,2000,25669,6153000
AlmostSorted,MergeSort,2100,27085,7477600
AlmostSorted,MergeSort,2200,28827,4815900
AlmostSorted,MergeSort,2300,30196,4178300
AlmostSorted,MergeSort,2400,31783,4414300
AlmostSorted,MergeSort,2500,33588,7613800
AlmostSorted,MergeSort,2600,35175,4629800
AlmostSorted,MergeSort,2700,36588,4959200
AlmostSorted,MergeSort,2800,38176,5229200
AlmostSorted,MergeSort,2900,39750,5494000
AlmostSorted,MergeSort,3000,41647,6534200
AlmostSorted,MergeSort,100,533,108300
AlmostSorted,MergeSort,200,1364,246400
AlmostSorted,MergeSort,300,2153,410100
AlmostSorted,MergeSort,400,3259,530300
AlmostSorted,MergeSort,500,4431,1300500
AlmostSorted,MergeSort,600,5511,923700
AlmostSorted,MergeSort,700,6617,1034300
AlmostSorted,MergeSort,800,7724,1201400
AlmostSorted,MergeSort,900,9310,1472400
AlmostSorted,MergeSort,1000,10684,1559100
AlmostSorted,MergeSort,1100,11983,1702100
AlmostSorted,MergeSort,1200,12859,1792800
AlmostSorted,MergeSort,1300,14610,1991200
AlmostSorted,MergeSort,1400,16110,2144500
AlmostSorted,MergeSort,1500,17554,2297800
AlmostSorted,MergeSort,1600,19132,2493500
AlmostSorted,MergeSort,1700,20606,5114900
AlmostSorted,MergeSort,1800,21922,2901500
AlmostSorted,MergeSort,1900,24097,3091100
AlmostSorted,MergeSort,2000,25865,3358200
AlmostSorted,MergeSort,2100,27526,3501700
AlmostSorted,MergeSort,2200,28592,3764500
AlmostSorted,MergeSort,2300,30139,3964000
AlmostSorted,MergeSort,2400,31874,4182900
AlmostSorted,MergeSort,2500,33332,6109300
AlmostSorted,MergeSort,2600,34898,4854500
AlmostSorted,MergeSort,2700,36411,4929300
AlmostSorted,MergeSort,2800,38258,5201100
AlmostSorted,MergeSort,2900,40618,5770300
AlmostSorted,MergeSort,3000,42283,11461800
AlmostSorted,MergeSort,100,491,107700
AlmostSorted,MergeSort,200,1319,241600
AlmostSorted,MergeSort,300,2267,390100
AlmostSorted,MergeSort,400,3171,846300
AlmostSorted,MergeSort,500,4488,702600
AlmostSorted,MergeSort,600,5464,879800
AlmostSorted,MergeSort,700,6627,1052800
AlmostSorted,MergeSort,800,7726,1176100
AlmostSorted,MergeSort,900,9269,1325700
AlmostSorted,MergeSort,1000,10770,1446500
AlmostSorted,MergeSort,1100,11839,1563300
AlmostSorted,MergeSort,1200,13357,1746300
AlmostSorted,MergeSort,1300,14678,1900400
AlmostSorted,MergeSort,1400,16356,2136300
AlmostSorted,MergeSort,1500,17475,2788800
AlmostSorted,MergeSort,1600,19170,2530500
AlmostSorted,MergeSort,1700,20598,2765700
AlmostSorted,MergeSort,1800,22028,3076000
AlmostSorted,MergeSort,1900,23402,3155100
AlmostSorted,MergeSort,2000,25447,4167800
AlmostSorted,MergeSort,2100,27228,3777200
AlmostSorted,MergeSort,2200,28489,4024500
AlmostSorted,MergeSort,2300,30294,4214600
AlmostSorted,MergeSort,2400,31597,4288500
AlmostSorted,MergeSort,2500,33241,4338600
AlmostSorted,MergeSort,2600,35084,5022300
AlmostSorted,MergeSort,2700,36837,5783500
AlmostSorted,MergeSort,2800,38817,5367800
AlmostSorted,MergeSort,2900,40261,5552500
AlmostSorted,MergeSort,3000,41740,6387600
AlmostSorted,MergeSort,100,549,104200
AlmostSorted,MergeSort,200,1335,249200
AlmostSorted,MergeSort,300,2219,391800
AlmostSorted,MergeSort,400,3212,524300
AlmostSorted,MergeSort,500,4409,718100
AlmostSorted,MergeSort,600,5613,808000
AlmostSorted,MergeSort,700,6760,959200
AlmostSorted,MergeSort,800,8038,1090400
AlmostSorted,MergeSort,900,9385,1286800
AlmostSorted,MergeSort,1000,10757,1475800
AlmostSorted,MergeSort,1100,11954,1591300
AlmostSorted,MergeSort,1200,13369,1740500
AlmostSorted,MergeSort,1300,14648,1870000
AlmostSorted,MergeSort,1400,16305,2076900
AlmostSorted,MergeSort,1500,17861,2315200
AlmostSorted,MergeSort,1600,19382,2440500
AlmostSorted,MergeSort,1700,20443,4191000
AlmostSorted,MergeSort,1800,22543,2871400
AlmostSorted,MergeSort,1900,23972,3534200
AlmostSorted,MergeSort,2000,25479,3458400
AlmostSorted,MergeSort,2100,27316,3585200
AlmostSorted,MergeSort,2200,28627,4100000
AlmostSorted,MergeSort,2300,30145,4241300
AlmostSorted,MergeSort,2400,31623,4711700
AlmostSorted,MergeSort,2500,33467,4400900
AlmostSorted,MergeSort,2600,34611,6657700
AlmostSorted,MergeSort,2700,36653,4987700
AlmostSorted,MergeSort,2800,38105,5241000
AlmostSorted,MergeSort,2900,40212,10834800
AlmostSorted,MergeSort,3000,42063,6222800
AlmostSorted,MergeSort,100,511,167700
AlmostSorted,MergeSort,200,1263,246000
AlmostSorted,MergeSort,300,2164,401700
AlmostSorted,MergeSort,400,3221,562200
AlmostSorted,MergeSort,500,4512,630800
AlmostSorted,MergeSort,600,5566,823800
AlmostSorted,MergeSort,700,6594,931600
AlmostSorted,MergeSort,800,7941,1568400
AlmostSorted,MergeSort,900,9241,1280600
AlmostSorted,MergeSort,1000,10626,1462800
AlmostSorted,MergeSort,1100,11913,1591000
AlmostSorted,MergeSort,1200,13192,1711600
AlmostSorted,MergeSort,1300,14827,3946300
AlmostSorted,MergeSort,1400,16276,2140000
AlmostSorted,MergeSort,1500,17516,2292600
AlmostSorted,MergeSort,1600,19346,2460900
AlmostSorted,MergeSort,1700,20510,2628600
AlmostSorted,MergeSort,1800,22221,2843200
