Protocol,Algorithm,Length,Comparisons,Time_ns
AlmostSorted,MSBRadixQuickSort,2800,13232,8070000
AlmostSorted,MSBRadixQuickSort,2900,14102,8642900
AlmostSorted,MSBRadixQuickSort,3000,15279,9244100
AlmostSorted,MSBRadixQuickSort,100,57,329200
AlmostSorted,MSBRadixQuickSort,200,196,646800
AlmostSorted,MSBRadixQuickSort,300,434,978900
AlmostSorted,MSBRadixQuickSort,400,712,1074200
AlmostSorted,MSBRadixQuickSort,500,1046,1116600
AlmostSorted,MSBRadixQuickSort,600,1375,2312200
AlmostSorted,MSBRadixQuickSort,700,1827,1686400
AlmostSorted,MSBRadixQuickSort,800,2116,1720300
AlmostSorted,MSBRadixQuickSort,900,2613,1971400
AlmostSorted,MSBRadixQuickSort,1000,2989,2150100
AlmostSorted,MSBRadixQuickSort,1100,3551,2329900
AlmostSorted,MSBRadixQuickSort,1200,3862,2617500
AlmostSorted,MSBRadixQuickSort,1300,4630,3070800
AlmostSorted,MSBRadixQuickSort,1400,5153,3383400
AlmostSorted,MSBRadixQuickSort,1500,5808,3676000
AlmostSorted,MSBRadixQuickSort,1600,6170,3902800
AlmostSorted,MSBRadixQuickSort,1700,6687,4297900
AlmostSorted,MSBRadixQuickSort,1800,7255,5319600
AlmostSorted,MSBRadixQuickSort,1900,7849,5476600
AlmostSorted,MSBRadixQuickSort,2000,8397,5246200
AlmostSorted,MSBRadixQuickSort,2100,9234,5446500
AlmostSorted,MSBRadixQuickSort,2200,9789,6040500
AlmostSorted,MSBRadixQuickSort,2300,10138,6129800
AlmostSorted,MSBRadixQuickSort,2400,10667,8423000
AlmostSorted,MSBRadixQuickSort,2500,11725,7065600
AlmostSorted,MSBRadixQuickSort,2600,12127,7476200
AlmostSorted,MSBRadixQuickSort,2700,12916,10493700
AlmostSorted,MSBRadixQuickSort,2800,13377,9580000
AlmostSorted,MSBRadixQuickSort,2900,14160,8398900
AlmostSorted,MSBRadixQuickSort,3000,14958,16289400
AlmostSorted,MSBRadixQuickSort,100,75,332700
AlmostSorted,MSBRadixQuickSort,200,205,656000
AlmostSorted,MSBRadixQuickSort,300,433,843800
AlmostSorted,MSBRadixQuickSort,400,735,1049300
AlmostSorted,MSBRadixQuickSort,500,1024,1133000
AlmostSorted,MSBRadixQuickSort,600,1428,1423700
AlmostSorted,MSBRadixQuickSort,700,1747,1481000
AlmostSorted,MSBRadixQuickSort,800,2173,1741900
AlmostSorted,MSBRadixQuickSort,900,2635,1960800
AlmostSorted,MSBRadixQuickSort,1000,3015,2151400
AlmostSorted,MSBRadixQuickSort,1100,3550,2580500
AlmostSorted,MSBRadixQuickSort,1200,3917,2676100
AlmostSorted,MSBRadixQuickSort,1300,4541,2955700
AlmostSorted,MSBRadixQuickSort,1400,5013,3458600
AlmostSorted,MSBRadixQuickSort,1500,5487,3853000
AlmostSorted,MSBRadixQuickSort,1600,6097,3630200
AlmostSorted,MSBRadixQuickSort,1700,6515,4219400
AlmostSorted,MSBRadixQuickSort,1800,7248,4225800
AlmostSorted,MSBRadixQuickSort,1900,7637,4653400
AlmostSorted,MSBRadixQuickSort,2000,8433,4967400
AlmostSorted,MSBRadixQuickSort,2100,8826,5565400
AlmostSorted,MSBRadixQuickSort,2200,9595,5743500
AlmostSorted,MSBRadixQuickSort,2300,9985,6262500
AlmostSorted,MSBRadixQuickSort,2400,10497,6128600
AlmostSorted,MSBRadixQuickSort,2500,11383,6742900
AlmostSorted,MSBRadixQuickSort,2600,11874,7051000
AlmostSorted,MSBRadixQuickSort,2700,12947,7600800
AlmostSorted,MSBRadixQuickSort,2800,13274,7985000
AlmostSorted,MSBRadixQuickSort,2900,13808,15070200
AlmostSorted,MSBRadixQuickSort,3000,14768,8833100
AlmostSorted,MSBRadixSort,100,0,344400
AlmostSorted,MSBRadixSort,200,0,548200
AlmostSorted,MSBRadixSort,300,0,772800
AlmostSorted,MSBRadixSort,400,0,1012700
AlmostSorted,MSBRadixSort,500,0,1063200
AlmostSorted,MSBRadixSort,600,0,1110200
AlmostSorted,MSBRadixSort,700,0,1274300
AlmostSorted,MSBRadixSort,800,0,1349300
AlmostSorted,MSBRadixSort,900,0,1816200
AlmostSorted,MSBRadixSort,1000,0,3621400
AlmostSorted,MSBRadixSort,1100,0,1972600
AlmostSorted,MSBRadixSort,1200,0,2874600
AlmostSorted,MSBRadixSort,1300,0,3215200
AlmostSorted,MSBRadixSort,1400,0,2487500
AlmostSorted,MSBRadixSort,1500,0,3156600
AlmostSorted,MSBRadixSort,1600,0,3617100
AlmostSorted,MSBRadixSort,1700,0,3036000
AlmostSorted,MSBRadixSort,1800,0,3516500
AlmostSorted,MSBRadixSort,1900,0,3637300
AlmostSorted,MSBRadixSort,2000,0,6901400
AlmostSorted,MSBRadixSort,2100,0,4153100
AlmostSorted,MSBRadixSort,2200,0,4404800
AlmostSorted,MSBRadixSort,2300,0,5056200
AlmostSorted,MSBRadixSort,2400,0,5354300
AlmostSorted,MSBRadixSort,2500,0,5921500
AlmostSorted,MSBRadixSort,2600,0,9896700
AlmostSorted,MSBRadixSort,2700,0,6104300
AlmostSorted,MSBRadixSort,2800,0,6149400
AlmostSorted,MSBRadixSort,2900,0,6522700
AlmostSorted,MSBRadixSort,3000,0,6952600
AlmostSorted,MSBRadixSort,100,0,306900
AlmostSorted,MSBRadixSort,200,0,654700
AlmostSorted,MSBRadixSort,300,0,992400
AlmostSorted,MSBRadixSort,400,0,825600
AlmostSorted,MSBRadixSort,500,0,923700
AlmostSorted,MSBRadixSort,600,0,1072400
AlmostSorted,MSBRadixSort,700,0,1173500
AlmostSorted,MSBRadixSort,800,0,1345800
AlmostSorted,MSBRadixSort,900,0,1438600
AlmostSorted,MSBRadixSort,1000,0,1632600
AlmostSorted,MSBRadixSort,1100,0,1851500
AlmostSorted,MSBRadixSort,1200,0,1939200
AlmostSorted,MSBRadixSort,1300,0,2373200
AlmostSorted,MSBRadixSort,1400,0,2508200
AlmostSorted,MSBRadixSort,1500,0,2713100
AlmostSorted,MSBRadixSort,1600,0,2988500
AlmostSorted,MSBRadixSort,1700,0,3139000
AlmostSorted,MSBRadixSort,1800,0,3309100
AlmostSorted,MSBRadixSort,1900,0,3785300
AlmostSorted,MSBRadixSort,2000,0,3914100
AlmostSorted,MSBRadixSort,2100,0,4412500
AlmostSorted,MSBRadixSort,2200,0,4384400
AlmostSorted,MSBRadixSort,2300,0,4776400
AlmostSorted,MSBRadixSort,2400,0,8150500
AlmostSorted,MSBRadixSort,2500,0,11488400
AlmostSorted,MSBRadixSort,2600,0,5795600
AlmostSorted,MSBRadixSort,2700,0,5967700
AlmostSorted,MSBRadixSort,2800,0,14075500
AlmostSorted,MSBRadixSort,2900,0,6318800
AlmostSorted,MSBRadixSort,3000,0,7003300
AlmostSorted,MSBRadixSort,100,0,276200
AlmostSorted,MSBRadixSort,200,0,548700
AlmostSorted,MSBRadixSort,300,0,693000
AlmostSorted,MSBRadixSort,400,0,948900
AlmostSorted,MSBRadixSort,500,0,1046300
AlmostSorted,MSBRadixSort,600,0,1040200
AlmostSorted,MSBRadixSort,700,0,1141800
AlmostSorted,MSBRadixSort,800,0,1354000
AlmostSorted,MSBRadixSort,900,0,1686200
AlmostSorted,MSBRadixSort,1000,0,1699100
AlmostSorted,MSBRadixSort,1100,0,1815400
AlmostSorted,MSBRadixSort,1200,0,2109800
AlmostSorted,MSBRadixSort,1300,0,2248300
AlmostSorted,MSBRadixSort,1400,0,2395500
AlmostSorted,MSBRadixSort,1500,0,3412500
AlmostSorted,MSBRadixSort,1600,0,2873300
AlmostSorted,MSBRadixSort,1700,0,3457300
AlmostSorted,MSBRadixSort,1800,0,3468600
AlmostSorted,MSBRadixSort,1900,0,3556500
AlmostSorted,MSBRadixSort,2000,0,3770500
AlmostSorted,MSBRadixSort,2100,0,3970800
AlmostSorted,MSBRadixSort,2200,0,4407500
AlmostSorted,MSBRadixSort,2300,0,4713400
AlmostSorted,MSBRadixSort,2400,0,5008900
AlmostSorted,MSBRadixSort,2500,0,5171700
AlmostSorted,MSBRadixSort,2600,0,5828900
AlmostSorted,MSBRadixSort,2700,0,6779000
AlmostSorted,MSBRadixSort,2800,0,6120300
AlmostSorted,MSBRadixSort,2900,0,6686100
AlmostSorted,MSBRadixSort,3000,0,7058000
AlmostSorted,MSBRadixSort,100,0,301400
AlmostSorted,MSBRadixSort,200,0,577700
AlmostSorted,MSBRadixSort,300,0,776700
AlmostSorted,MSBRadixSort,400,0,846800
AlmostSorted,MSBRadixSort,500,0,1153900
AlmostSorted,MSBRadixSort,600,0,1105900
AlmostSorted,MSBRadixSort,700,0,1343500
AlmostSorted,MSBRadixSort,800,0,1335400
AlmostSorted,MSBRadixSort,900,0,1492000
AlmostSorted,MSBRadixSort,1000,0,1649300
AlmostSorted,MSBRadixSort,1100,0,1752100
AlmostSorted,MSBRadixSort,1200,0,1990200
AlmostSorted,MSBRadixSort,1300,0,2357700
AlmostSorted,MSBRadixSort,1400,0,2504800
AlmostSorted,MSBRadixSort,1500,0,3264300
AlmostSorted,MSBRadixSort,1600,0,3008900
AlmostSorted,MSBRadixSort,1700,0,3275100
AlmostSorted,MSBRadixSort,1800,0,3521500
AlmostSorted,MSBRadixSort,1900,0,3694000
AlmostSorted,MSBRadixSort,2000,0,3956200
AlmostSorted,MSBRadixSort,2100,0,4174700
AlmostSorted,MSBRadixSort,2200,0,4681800
AlmostSorted,MSBRadixSort,2300,0,4623800
AlmostSorted,MSBRadixSort,2400,0,5191200
AlmostSorted,MSBRadixSort,2500,0,5540800
AlmostSorted,MSBRadixSort,2600,0,6421900
AlmostSorted,MSBRadixSort,2700,0,5916900
AlmostSorted,MSBRadixSort,2800,0,8920300
AlmostSorted,MSBRadixSort,2900,0,6497200
AlmostSorted,MSBRadixSort,3000,0,6928600
AlmostSorted,MSBRadixSort,100,0,278600
AlmostSorted,MSBRadixSort,200,0,569600
AlmostSorted,MSBRadixSort,300,0,749300
AlmostSorted,MSBRadixSort,400,0,879900
AlmostSorted,MSBRadixSort,500,0,960500
AlmostSorted,MSBRadixSort,600,0,1110000
AlmostSorted,MSBRadixSort,700,0,1203200
AlmostSorted,MSBRadixSort,800,0,1379800
AlmostSorted,MSBRadixSort,900,0,1603200
AlmostSorted,MSBRadixSort,1000,0,1611200
AlmostSorted,MSBRadixSort,1100,0,1972700
AlmostSorted,MSBRadixSort,1200,0,2023000
AlmostSorted,MSBRadixSort,1300,0,2261700
AlmostSorted,MSBRadixSort,1400,0,2486100
AlmostSorted,MSBRadixSort,1500,0,2532100
AlmostSorted,MSBRadixSort,1600,0,2742200
AlmostSorted,MSBRadixSort,1700,0,3176800
AlmostSorted,MSBRadixSort,1800,0,3320200
AlmostSorted,MSBRadixSort,1900,0,3459600
AlmostSorted,MSBRadixSort,2000,0,3702200
AlmostSorted,MSBRadixSort,2100,0,4079500
AlmostSorted,MSBRadixSort,2200,0,4366600
AlmostSorted,MSBRadixSort,2300,0,4964400
AlmostSorted,MSBRadixSort,2400,0,4797900
AlmostSorted,MSBRadixSort,2500,0,5032500
AlmostSorted,MSBRadixSort,2600,0,5631000
AlmostSorted,MSBRadixSort,2700,0,5816400
AlmostSorted,MSBRadixSort,2800,0,6078700
AlmostSorted,MSBRadixSort,2900,0,6365300
AlmostSorted,MSBRadixSort,3000,0,6874800
